step,reward,throughput,avg_wait,score,task_id,episode_throughput,episode_avg_wait,corridor_sync_score,policy_stability,spillback_count,emergency_delay,total_in_transit,budget_remaining,rationale,oversight_interventions_count,max_starvation_time,travel_time_mean,travel_time_variance,throughput_efficiency,fairness_score,stability_index,recovery_time
133,0.5937766206543335,33.21,11.784,0.730257083645766,easy_fixed,4177.366,10.069,0.0,0.776,8,0.0,36.781,0.223,"Addressing corridor_formation, load_balancing; prioritizing corridors NE0->SE0; mitigating anticipatory spillback.",0,11.0,1.0309,0.7623,1.3809,0.4526,0.4624,0
134,0.6811164687179592,45.864,8.955,0.7284572471881061,easy_fixed,4223.23,10.061,0.0,0.938,8,0.0,44.738,0.666,"Addressing corridor_formation, load_balancing; prioritizing corridors SE2->NE2, NW3->NE3; mitigating anticipatory spillback.",0,11.0,0.795,0.8079,1.3852,0.2572,0.6118,0
135,0.7772236270141413,36.836,7.148,0.7387416038784745,easy_fixed,4260.066,10.039,0.75,0.88,8,0.0,52.53,1.249,"Addressing corridor_formation, load_balancing; prioritizing corridors SW3->SE3.",0,11.0,0.767,0.4335,1.3866,0.2116,0.6008,0
136,0.4946142676934914,14.34,10.079,0.7310564531351004,easy_fixed,4274.406,10.04,0.75,0.863,8,0.0,28.816,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NE1->NW1, SE1->SW1.",0,11.0,1.1528,1.0831,1.3802,0.2473,0.5987,0
137,0.6100229572048532,41.801,9.078,0.7080574675500969,easy_fixed,4316.208,10.033,0.0,0.918,8,0.0,43.47,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors SE1->SW1, NE1->NW1.",0,11.0,1.0552,1.0377,1.3827,0.3001,0.4329,0
138,0.5854607335646169,31.751,10.461,0.7366018688429219,easy_fixed,4347.959,10.036,0.0,0.689,8,0.0,27.387,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors SW2->NW2, NW0->SW0; mitigating anticipatory spillback.",0,11.0,1.1755,1.3304,1.382,0.2514,0.5255,0
139,0.6380428444168176,44.11,10.24,0.7238871009049774,easy_fixed,4392.069,10.037,0.45,0.765,8,0.0,24.962,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors SW2->NW2.",0,11.0,0.996,0.7467,1.3851,0.2746,0.5868,0
140,0.5190173061856953,22.651,13.103,0.7331594582417583,easy_fixed,4414.72,10.059,0.45,0.848,8,0.0,2.352,0.0,"Addressing spillback_prevention, corridor_formation.",0,11.0,1.2979,1.2498,1.3799,0.2741,0.6691,0
141,0.6772635024495337,39.54,12.515,0.7402452558500324,easy_fixed,4454.259,10.076,0.25,0.94,8,0.0,8.44,0.0,"Addressing spillback_prevention, corridor_formation.",0,11.0,1.164,0.9079,1.3816,0.266,0.5811,0
142,0.7070313544273933,45.488,10.426,0.7423705839689724,easy_fixed,4499.748,10.079,0.55,0.809,8,0.0,19.201,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors NW3->NE3.",0,11.0,0.9345,0.6155,1.3854,0.2258,0.5797,0
143,0.7110650278529466,37.247,8.214,0.7452119791208792,easy_fixed,4536.995,10.066,0.3,0.747,8,0.0,43.082,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors SE2->NE2.",0,11.0,0.7983,0.3885,1.3865,0.367,0.5749,0
144,0.7421419706254,33.944,7.238,0.7342435972204266,easy_fixed,4570.939,10.046,0.25,0.958,8,0.0,54.441,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors NE0->SE0, SW3->SE3; mitigating anticipatory spillback.",0,11.0,0.7935,0.528,1.3862,0.2612,0.5821,0
145,0.5037932456659291,18.46,9.528,0.7351653918552038,easy_fixed,4589.399,10.043,0.25,0.788,8,0.0,46.45,0.163,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0, NE0->SE0; mitigating anticipatory spillback.",0,11.0,0.9741,0.6504,1.3815,0.2772,0.6329,0
146,0.516644662464403,22.951,12.742,0.7178991436974791,easy_fixed,4612.349,10.061,1.0,0.796,8,0.0,23.562,1.306,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0.",0,11.0,1.2481,1.2997,1.3781,0.3054,0.6837,0
147,0.6254225106220526,41.711,11.944,0.7306380739495798,easy_fixed,4654.06,10.074,0.7,0.669,8,0.0,25.75,0.828,"Addressing corridor_formation, load_balancing.",0,11.0,1.2662,1.372,1.3808,0.299,0.6219,0
148,0.6629412686462566,33.796,13.126,0.7400870804783453,easy_fixed,4687.856,10.094,0.7,0.788,8,0.0,25.329,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NE1->NW1, SW2->NW2; mitigating anticipatory spillback.",0,11.0,1.1864,1.0652,1.3812,0.2702,0.5134,0
149,0.7006627296124088,50.966,9.218,0.7441730062055592,easy_fixed,4738.823,10.088,0.3,0.782,8,0.0,45.986,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors NE1->NW1.",0,11.0,0.8959,0.4866,1.387,0.3086,0.5223,0
150,0.6742823485519704,47.297,7.388,0.7289879946994182,easy_fixed,4786.12,10.07,0.25,0.763,8,0.0,24.001,0.491,"Addressing corridor_formation, load_balancing; prioritizing corridors SE1->SW1, NW3->NE3; mitigating anticipatory spillback.",0,11.0,0.8633,0.5579,1.3917,0.32,0.5274,0
151,0.7230434018302148,41.272,6.116,0.738865567550097,easy_fixed,4827.392,10.044,0.0,0.843,8,0.0,41.313,1.654,"Addressing corridor_formation, load_balancing.",0,11.0,0.6882,0.2992,1.3946,0.2843,0.6306,0
152,0.6992162315172952,27.904,7.985,0.7399847729799612,easy_fixed,4855.295,10.031,0.45,0.965,8,0.0,20.741,1.388,"Addressing corridor_formation, load_balancing; prioritizing corridors NE0->SE0, SE2->NE2; mitigating anticipatory spillback.",0,11.0,0.8537,0.3407,1.3939,0.2842,0.6421,0
153,0.7299026760044623,32.686,7.749,0.7409027968325792,easy_fixed,4887.982,10.016,0.3,0.897,8,0.0,31.448,1.579,"Addressing corridor_formation, load_balancing.",0,11.0,0.7348,0.342,1.3947,0.328,0.6359,0
154,0.6991477496402568,32.819,7.954,0.7332253361990951,easy_fixed,4920.801,10.003,0.3,0.876,8,0.0,19.286,1.352,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0; mitigating anticipatory spillback.",0,11.0,0.8269,0.4951,1.3954,0.2842,0.619,0
155,0.5265701543086523,18.123,8.79,0.7238358082740789,easy_fixed,4938.924,9.995,0.55,0.878,8,0.0,27.566,0.521,"Addressing corridor_formation, load_balancing; prioritizing corridors SW3->SE3; mitigating anticipatory spillback.",0,11.0,0.8714,0.6609,1.3921,0.3549,0.5718,0
156,0.7467606048706764,41.288,7.318,0.7349091863606981,easy_fixed,4980.212,9.978,0.3,0.959,8,0.0,31.041,1.106,"Addressing corridor_formation, load_balancing; prioritizing corridors SW2->NW2.",0,11.0,0.7684,0.3819,1.3955,0.2891,0.6792,0
157,0.5890427381826676,22.481,8.744,0.7341428408532644,easy_fixed,5002.693,9.97,0.3,0.904,8,0.0,25.441,1.227,"Addressing corridor_formation, load_balancing; prioritizing corridors SE1->SW1, NW3->NE3; mitigating anticipatory spillback.",0,11.0,0.8298,0.6315,1.3937,0.2806,0.7106,0
158,0.6638205319995426,28.628,8.373,0.7353502791855203,easy_fixed,5031.321,9.96,0.75,0.772,8,0.0,27.459,0.907,"Addressing corridor_formation, load_balancing.",0,11.0,0.8451,0.5247,1.3937,0.2407,0.6453,0
159,0.4982210133511885,18.783,9.622,0.7345280552682614,easy_fixed,5050.104,9.958,0.3,0.763,8,0.0,23.646,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NE1->NW1; mitigating anticipatory spillback.",0,11.0,1.0139,0.6718,1.391,0.3625,0.5829,0
160,0.6716591699604597,29.143,9.785,0.7424631405946995,easy_fixed,5079.247,9.957,0.55,0.85,8,0.0,26.079,0.204,"Addressing corridor_formation, load_balancing; prioritizing corridors NE0->SE0; mitigating anticipatory spillback.",0,11.0,0.9431,0.7177,1.3911,0.2993,0.5239,0
161,0.634135195400422,29.845,11.439,0.7300782632191338,easy_fixed,5109.092,9.966,1.0,0.75,8,0.0,14.703,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NE0->SE0; mitigating anticipatory spillback.",0,11.0,0.9648,0.7141,1.3915,0.2885,0.534,0
162,0.654323732020952,33.822,10.508,0.7439224731738849,easy_fixed,5142.915,9.969,0.3,0.66,8,0.0,14.763,0.0,"Addressing spillback_prevention, corridor_formation.",0,11.0,0.9314,0.834,1.393,0.2223,0.5277,0
163,0.6590550396661633,32.036,9.345,0.743512539366516,easy_fixed,5174.951,9.966,0.3,0.714,8,0.0,23.052,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors SE2->NE2; mitigating anticipatory spillback.",0,11.0,0.8518,0.3503,1.394,0.3754,0.4803,0
164,0.6637722701076598,27.645,8.885,0.7464471403361346,easy_fixed,5202.595,9.959,0.3,0.853,8,0.0,34.048,1.353,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0; mitigating anticipatory spillback.",0,11.0,0.782,0.3773,1.3936,0.2981,0.6123,0
165,0.7438119734418916,39.696,6.773,0.7339569241758241,easy_fixed,5242.291,9.94,0.3,0.923,8,0.0,46.251,1.486,"Addressing corridor_formation, load_balancing; prioritizing corridors SW3->SE3, NW0->SW0; mitigating anticipatory spillback.",0,11.0,0.6922,0.3257,1.3964,0.3453,0.7509,0
166,0.5328250384869767,15.333,8.724,0.7400635970265029,easy_fixed,5257.624,9.933,0.3,0.925,8,0.0,37.135,1.2,"Addressing corridor_formation, load_balancing; prioritizing corridors SW2->NW2, SE1->SW1; mitigating anticipatory spillback.",0,11.0,0.8853,0.9139,1.3927,0.284,0.7051,0
167,0.6582203371535781,25.3,9.038,0.7446618564964448,easy_fixed,5282.924,9.927,0.75,0.837,8,0.0,37.235,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors SW2->NW2.",0,11.0,0.9558,0.7038,1.3917,0.3294,0.5452,0
168,0.6827511644348527,30.503,10.472,0.7367978917905625,easy_fixed,5313.427,9.931,0.75,0.891,8,0.0,16.746,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NE1->NW1; mitigating anticipatory spillback.",0,11.0,1.0973,0.8719,1.392,0.2634,0.553,0
169,0.5057549366879276,22.837,11.789,0.7435426165481578,easy_fixed,5336.264,9.941,0.0,0.742,8,0.0,14.301,0.166,"Addressing corridor_formation, load_balancing.",0,11.0,1.1183,0.7328,1.3902,0.3155,0.5145,0
170,0.6576407460674771,41.159,11.697,0.740951907756949,easy_fixed,5377.424,9.952,0.25,0.809,8,0.0,3.206,0.865,"Addressing corridor_formation, load_balancing.",0,11.0,1.0321,0.9453,1.393,0.2571,0.5578,0
171,0.6497387660316116,26.034,12.653,0.74362157343245,easy_fixed,5403.458,9.967,1.0,0.893,8,0.0,1.062,0.704,"Addressing corridor_formation, load_balancing.",0,11.0,1.0186,0.7161,1.3916,0.2322,0.5896,0
172,0.6921786720813781,36.19,10.317,0.7576455270200387,easy_fixed,5439.648,9.969,0.0,0.757,8,0.0,21.903,0.672,"Addressing corridor_formation, load_balancing.",0,11.0,0.8811,0.4867,1.3929,0.3404,0.4975,0
173,0.7619586611150551,46.262,6.235,0.7502722969618617,easy_fixed,5485.91,9.948,0.3,0.784,8,0.0,48.714,0.466,"Addressing corridor_formation, load_balancing; prioritizing corridors SE2->NE2, NE0->SE0; mitigating anticipatory spillback.",0,11.0,0.6212,0.3061,1.397,0.2838,0.5445,0
174,0.7326477761336717,28.533,5.205,0.7426154859082095,easy_fixed,5514.442,9.921,0.55,0.842,8,0.0,62.579,1.856,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0, SW3->SE3; mitigating anticipatory spillback.",0,11.0,0.5549,0.2579,1.3963,0.2059,0.6452,0
175,0.5521689701901228,13.062,7.983,0.7431706380736911,easy_fixed,5527.504,9.91,0.55,0.951,8,0.0,43.595,1.384,"Addressing corridor_formation, load_balancing; prioritizing corridors SE1->SW1, NW3->NE3.",0,11.0,0.8916,0.4965,1.3916,0.2551,0.7353,0
176,0.4754766024615261,19.997,10.293,0.7188811927601809,easy_fixed,5547.501,9.912,0.3,0.852,8,0.0,29.281,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NW3->NE3, SE1->SW1.",0,11.0,1.2133,1.5311,1.3884,0.3237,0.5467,0
177,0.6201769455183195,47.653,9.374,0.7259799760180997,easy_fixed,5595.155,9.909,0.0,0.797,8,0.0,24.066,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors SW2->NW2; mitigating anticipatory spillback.",0,11.0,1.108,1.2797,1.392,0.2249,0.6201,0
178,0.6591672816722158,40.164,9.436,0.7195235722042664,easy_fixed,5635.319,9.906,0.75,0.771,8,0.0,21.147,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NE1->NW1; mitigating anticipatory spillback.",0,11.0,0.9661,1.426,1.3937,0.1705,0.5089,0
179,0.6467360750686016,36.275,8.918,0.7327173559793149,easy_fixed,5671.594,9.901,0.45,0.687,9,0.0,8.65,0.0,"Addressing spillback_prevention, corridor_formation.",0,11.0,0.9664,0.62,1.3945,0.3127,0.5305,0
180,0.6805398391692787,31.988,9.02,0.7406052635423401,easy_fixed,5703.582,9.896,0.3,0.824,9,0.0,9.765,0.0,"Addressing corridor_formation, load_balancing.",0,11.0,0.9739,0.5779,1.3941,0.3018,0.5124,0
181,0.6619978872354192,29.921,9.033,0.7408450533936652,easy_fixed,5733.503,9.891,0.3,0.827,9,0.0,20.766,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0; mitigating anticipatory spillback.",0,11.0,0.9164,0.4368,1.3931,0.2701,0.4924,0
182,0.7006155985654232,33.407,8.575,0.7393788338720104,easy_fixed,5766.91,9.884,0.55,0.737,9,0.0,36.653,2.11,"Addressing corridor_formation, load_balancing; prioritizing corridors SE2->NE2; mitigating anticipatory spillback.",0,11.0,0.8207,0.3148,1.3929,0.3781,0.6382,0
183,0.555215494880212,19.779,9.887,0.739983974531351,easy_fixed,5786.689,9.884,0.55,0.811,9,0.0,41.939,0.933,"Addressing corridor_formation, load_balancing; prioritizing corridors NE0->SE0, SE1->SW1; mitigating anticipatory spillback.",0,11.0,0.9779,0.749,1.3894,0.3517,0.5982,0
184,0.7303136018978229,35.663,9.761,0.740407389269554,easy_fixed,5822.352,9.883,0.75,0.835,9,0.0,49.165,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors SW3->SE3, NE0->SE0; mitigating anticipatory spillback.",0,11.0,0.9814,1.0228,1.3896,0.2506,0.4931,0
185,0.7130430664086481,34.045,10.086,0.7480437303167422,easy_fixed,5856.398,9.885,0.3,0.852,9,0.0,34.468,0.0,"Addressing corridor_formation, load_balancing; prioritizing corridors NW3->NE3, NE1->NW1; mitigating anticipatory spillback.",0,11.0,1.0511,0.9282,1.3895,0.2457,0.3387,0
186,0.7346478874785463,53.478,7.417,0.7323699366515837,easy_fixed,5909.876,9.871,0.55,0.879,9,0.0,39.948,0.662,"Addressing corridor_formation, load_balancing.",0,11.0,0.9093,0.5193,1.3939,0.3272,0.4114,0
187,0.7541580047634795,54.729,5.973,0.7423604478345186,easy_fixed,5964.604,9.851,0.3,0.842,9,0.0,21.721,1.915,"Addressing corridor_formation, load_balancing; prioritizing corridors SW2->NW2, NW0->SW0; mitigating anticipatory spillback.",0,11.0,0.7831,0.4439,1.3987,0.2992,0.5354,0
188,0.7783885258730833,34.806,5.875,0.7453879262443439,easy_fixed,5999.411,9.83,0.45,0.842,9,0.0,29.972,1.773,"Addressing corridor_formation, load_balancing.",0,11.0,0.6876,0.336,1.3988,0.3167,0.6066,0
189,0.5874100561645558,17.965,8.0,0.7341141237233357,easy_fixed,6017.376,9.82,1.0,0.849,9,0.0,9.441,2.026,"Addressing corridor_formation, load_balancing; prioritizing corridors SE2->NE2; mitigating anticipatory spillback.",0,11.0,0.9706,0.7082,1.3952,0.3616,0.7156,0
190,0.400654631356209,5.33,11.538,0.7338985893341953,easy_fixed,6022.705,9.829,1.0,0.842,9,0.0,9.441,0.903,"Addressing corridor_formation, load_balancing.",0,11.0,1.1676,0.8622,1.3887,0.3978,0.7277,0
191,0.628870373172815,37.025,11.36,0.7273612566903687,easy_fixed,6059.731,9.837,0.3,0.821,9,0.0,18.435,0.0,"Addressing spillback_prevention, corridor_formation.",0,11.0,1.1241,0.8369,1.3897,0.4125,0.5973,0
192,0.6632381322318304,33.796,11.782,0.7409500424692955,easy_fixed,6093.526,9.847,0.3,0.826,9,0.0,27.24,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors NE0->SE0, SE1->SW1; mitigating anticipatory spillback.",0,11.0,1.0115,0.7868,1.3901,0.3203,0.5107,0
193,0.7373549653092236,50.259,7.861,0.7467487744020687,easy_fixed,6143.786,9.837,0.3,0.817,9,0.0,47.561,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors NW3->NE3.",0,11.0,0.7155,0.4058,1.3944,0.2406,0.686,0
194,0.7981139559420004,36.825,6.669,0.7508173453135101,easy_fixed,6180.611,9.821,0.55,0.882,9,0.0,51.206,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors NE1->NW1, SW3->SE3; mitigating anticipatory spillback.",0,11.0,0.7605,0.3482,1.3956,0.4008,0.5809,0
195,0.5473126953449179,22.27,8.379,0.7262798138332256,easy_fixed,6202.881,9.813,0.3,0.822,9,0.0,46.297,0.0,"Addressing spillback_prevention, corridor_formation; prioritizing corridors NW0->SW0, SW2->NW2; mitigating anticipatory spillback.",0,11.0,0.86,0.5031,1.3934,0.3858,0.6086,0
196,0.4564758335025196,18.67,11.081,0.7274585305106659,easy_fixed,6221.551,9.82,0.3,0.766,9,0.0,27.295,0.959,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0.",0,11.0,1.1175,0.9081,1.3906,0.4001,0.6381,0
197,0.6570846026057933,30.165,13.041,0.7472874914673562,easy_fixed,6251.715,9.836,1.0,0.76,9,0.0,5.214,0.689,"Addressing corridor_formation, load_balancing; prioritizing corridors NW0->SW0.",0,11.0,1.2642,1.1613,1.3905,0.3568,0.5922,0
198,0.4805666447761004,19.167,16.159,0.7465765797026503,easy_fixed,6270.883,9.868,1.0,0.694,9,0.0,1.318,0.494,"Addressing corridor_formation, load_balancing.",0,11.0,1.3348,1.6354,1.388,0.3389,0.6914,0
199,0.5253940139397973,30.456,16.484,0.73853500885585,easy_fixed,6301.338,9.901,0.0,0.804,9,0.0,0.0,0.451,"Addressing corridor_formation, load_balancing.",0,11.0,1.2525,0.856,1.3882,0.3202,0.5236,0
